데이터셋,채널,충방전기,용량(mAh),총사이클,RPT,Rss,가속수명,GITT,initial,unknown,시험종류,RPT주기,스케줄패턴,에러,경로
251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801,M01Ch001[001],PNE,2335,101,1,0,98,1,1,0,가속수명 시험,,initial → RPT → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801\M01Ch001[001]
251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801,M01Ch002[002],PNE,2335,701,8,0,691,1,1,0,가속수명 시험,86,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801\M01Ch002[002]
251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801,M01Ch034[034],PNE,2335,701,8,0,691,1,1,0,가속수명 시험,86,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801\M01Ch034[034]
251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801,M01Ch033[033],PNE,2335,201,1,0,198,1,1,0,가속수명 시험,,initial → 가속수명×99 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801\M01Ch033[033]
251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801,M01Ch036[036],PNE,2335,201,1,0,198,1,1,0,가속수명 시험,,initial → 가속수명×99 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801\M01Ch036[036]
251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801,M01Ch037[037],PNE,2335,201,1,0,198,1,1,0,가속수명 시험,,initial → 가속수명×99 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801\M01Ch037[037]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch016[016],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch016[016]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch017[017],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch017[017]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch018[018],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch018[018]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch019[019],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch019[019]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch020[020],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch020[020]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch021[021],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch021[021]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch022[022],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch022[022]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch023[023],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch023[023]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch024[024],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch024[024]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch025[025],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch025[025]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch026[026],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch026[026]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch028[028],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch028[028]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch029[029],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch029[029]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch030[030],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch030[030]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch031[031],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch031[031]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch032[032],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch032[032]
251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,M01Ch016[016],PNE,45,20,0,0,0,1,19,0,기타,,initial×2 → GITT → initial×17,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch016[016]
251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,M01Ch017[017],PNE,45,21,0,0,0,1,20,0,기타,,initial×2 → GITT → initial×18,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch017[017]
251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,M01Ch018[018],PNE,45,20,0,0,0,1,19,0,기타,,initial×2 → GITT → initial×17,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch018[018]
251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,M01Ch019[019],PNE,45,20,0,0,0,1,19,0,기타,,initial×2 → GITT → initial×17,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch019[019]
251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,M01Ch020[020],PNE,45,21,0,0,0,1,20,0,기타,,initial×2 → GITT → initial×18,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch020[020]
251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,M01Ch021[021],PNE,45,21,0,0,0,1,20,0,기타,,initial×2 → GITT → initial×18,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch021[021]
251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,M01Ch022[022],PNE,45,20,0,0,0,1,19,0,기타,,initial×2 → GITT → initial×17,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch022[022]
251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,M01Ch023[023],PNE,45,21,0,0,0,1,20,0,기타,,initial×2 → GITT → initial×18,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch023[023]
251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V,M01Ch029[029],PNE,4,3,0,0,0,1,2,0,GITT 시험,,initial×2 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V\M01Ch029[029]
251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V,M01Ch031[031],PNE,4,3,0,0,0,1,2,0,GITT 시험,,initial×2 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V\M01Ch031[031]
251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V,M01Ch032[032],PNE,4,3,0,0,0,1,2,0,GITT 시험,,initial×2 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V\M01Ch032[032]
251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C,M01Ch024[024],PNE,4,4,0,0,0,1,3,0,기타,,initial×2 → GITT → initial,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C\M01Ch024[024]
251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C,M01Ch025[025],PNE,4,3,0,0,0,1,2,0,GITT 시험,,initial×2 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C\M01Ch025[025]
251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C,M01Ch028[028],PNE,4,3,0,0,0,1,2,0,GITT 시험,,initial×2 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C\M01Ch028[028]
260102_260630_03_홍승기_2335mAh_Q8 선상 ATL 2.9V 30Cy LT @1-400,M01Ch009[009],PNE,2335,301,3,0,296,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260102_260630_03_홍승기_2335mAh_Q8 선상 ATL 2.9V 30Cy LT @1-400\M01Ch009[009]
260102_260630_03_홍승기_2335mAh_Q8 선상 ATL 2.9V 30Cy LT @1-400,M01Ch010[010],PNE,2335,301,3,0,296,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260102_260630_03_홍승기_2335mAh_Q8 선상 ATL 2.9V 30Cy LT @1-400\M01Ch010[010]
260102_260630_03_홍승기_2335mAh_Q8 선상 ATL 2.9V 30Cy LT @1-400,M01Ch011[011],PNE,2335,301,3,0,296,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260102_260630_03_홍승기_2335mAh_Q8 선상 ATL 2.9V 30Cy LT @1-400\M01Ch011[011]
260115_260630_02_홍승기_2335mAh_Q8 선상 ATL SEU4 HT@1-802,M01Ch033[033],PNE,2335,264,3,0,260,0,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×63,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260115_260630_02_홍승기_2335mAh_Q8 선상 ATL SEU4 HT@1-802\M01Ch033[033]
260115_260630_02_홍승기_2335mAh_Q8 선상 ATL SEU4 HT@1-802,M01Ch036[036],PNE,2335,264,3,0,259,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×62 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260115_260630_02_홍승기_2335mAh_Q8 선상 ATL SEU4 HT@1-802\M01Ch036[036]
260115_260630_02_홍승기_2335mAh_Q8 선상 ATL SEU4 HT@1-802,M01Ch037[037],PNE,2335,264,3,0,260,0,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×63,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260115_260630_02_홍승기_2335mAh_Q8 선상 ATL SEU4 HT@1-802\M01Ch037[037]
260119_260616_03_홍승기_2369mAh_Q8 ATL Main 2.0C Rss RT,M01Ch032[032],PNE,2369,56,1,1,52,1,1,0,가속수명 시험,,initial → RPT → Rss → 가속수명×52 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260119_260616_03_홍승기_2369mAh_Q8 ATL Main 2.0C Rss RT\M01Ch032[032]
260119_260616_03_홍승기_2369mAh_Q8 ATL Main 2.0C Rss RT,M02Ch073[073],PNE,2369,192,2,2,186,1,1,0,가속수명 시험,99,initial → RPT → Rss → 가속수명×97 → RPT → Rss → 가속수명×89 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260119_260616_03_홍승기_2369mAh_Q8 ATL Main 2.0C Rss RT\M02Ch073[073]
260119_260616_03_홍승기_2369mAh_Q8 ATL Main 2.0C Rss RT,M02Ch074[074],PNE,2369,192,2,2,186,1,1,0,가속수명 시험,99,initial → RPT → Rss → 가속수명×97 → RPT → Rss → 가속수명×89 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260119_260616_03_홍승기_2369mAh_Q8 ATL Main 2.0C Rss RT\M02Ch074[074]
260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2.0C Rss RT,M02Ch069[069],PNE,2485,195,2,2,189,1,1,0,가속수명 시험,99,initial → RPT → Rss → 가속수명×97 → RPT → Rss → 가속수명×92 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2.0C Rss RT\M02Ch069[069]
260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2.0C Rss RT,M02Ch077[077],PNE,2485,195,2,2,189,1,1,0,가속수명 시험,99,initial → RPT → Rss → 가속수명×97 → RPT → Rss → 가속수명×92 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2.0C Rss RT\M02Ch077[077]
260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2.0C Rss RT,M02Ch081[081],PNE,2485,194,2,2,189,0,1,0,가속수명 시험,99,initial → RPT → Rss → 가속수명×97 → RPT → Rss → 가속수명×92,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2.0C Rss RT\M02Ch081[081]
260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2C 2.9V 100Cy,M01Ch020[020],PNE,2485,190,2,0,186,1,1,0,가속수명 시험,99,initial → RPT → 가속수명×98 → RPT → 가속수명×88 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2C 2.9V 100Cy\M01Ch020[020]
260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2C 2.9V 100Cy,M02Ch065[065],PNE,2485,190,2,0,187,0,1,0,가속수명 시험,99,initial → RPT → 가속수명×98 → RPT → 가속수명×89,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2C 2.9V 100Cy\M02Ch065[065]
260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2C 2.9V 100Cy,M02Ch066[066],PNE,2485,190,2,0,187,0,1,0,가속수명 시험,99,initial → RPT → 가속수명×98 → RPT → 가속수명×89,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260119_260616_03_홍승기_2485mAh_Q8 ATL Sub 2C 2.9V 100Cy\M02Ch066[066]
260126_260630_3_홍승기_2485mAh_Q8 ATL Sub 2_9V 100cy test HT 1to100cy-2,103,Toyo,2485,101,1,0,98,0,1,1,가속수명 시험,,initial → RPT → 가속수명×98 → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260126_260630_3_홍승기_2485mAh_Q8 ATL Sub 2_9V 100cy test HT 1to100cy-2\103
260126_260630_3_홍승기_2485mAh_Q8 ATL Sub 2_9V 100cy test HT 1to100cy-2,106,Toyo,2485,101,1,0,98,0,1,1,가속수명 시험,,initial → RPT → 가속수명×98 → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260126_260630_3_홍승기_2485mAh_Q8 ATL Sub 2_9V 100cy test HT 1to100cy-2\106
260126_260630_3_홍승기_2485mAh_Q8 ATL Sub 2_9V 100cy test HT 1to100cy-2,107,Toyo,2485,101,1,0,98,0,1,1,가속수명 시험,,initial → RPT → 가속수명×98 → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260126_260630_3_홍승기_2485mAh_Q8 ATL Sub 2_9V 100cy test HT 1to100cy-2\107
260130_260630_03_홍승기_2369mAh_Q8 Main 2C Rss RT CH32 57Cy-RE,M02Ch105[105],PNE,2369,47,1,0,45,1,0,0,가속수명 시험,,가속수명×45 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260130_260630_03_홍승기_2369mAh_Q8 Main 2C Rss RT CH32 57Cy-RE\M02Ch105[105]
260130_260630_03_홍승기_3456mAh_Q8 Main 2C Rss RT CH32 57Cy-RE,M02Ch105[105],PNE,3456,47,1,0,45,1,0,0,가속수명 시험,,가속수명×45 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260130_260630_03_홍승기_3456mAh_Q8 Main 2C Rss RT CH32 57Cy-RE\M02Ch105[105]
260130_260630_03_홍승기_Q8 Main 2C Rss RT CH32 57Cy-RE,M02Ch105[105],PNE,23685,47,1,0,45,1,0,0,가속수명 시험,,가속수명×45 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\260130_260630_03_홍승기_Q8 Main 2C Rss RT CH32 57Cy-RE\M02Ch105[105]
